Elo Rank,Player,Age,Elo,,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,,Peak Elo,Peak Month,,WTA Rank,Log diff
414,Ayla Aksu (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AylaAksu),28.5,1321.2,,396,1303.8,412,1286.1,390,1335.6,,1505.1,2017-08,,311,0.29
415,Ayana Akli (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AyanaAkli),23.4,1321.1,,367,1331,458,1241.5,391,1335.6,,1499.2,2024-07,,550,-0.28
416,Valentini Grammatikopoulou (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ValentiniGrammatikopoulou),27.8,1319.1,,407,1293.6,379,1315.3,495,1264.2,,1601.7,2018-04,,460,-0.1
417,Lea Ma (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LeaMa),24,1318.7,,411,1291,422,1274.4,395,1334.4,,1400.9,2024-10,,386,0.08
418,Ana Sofia Sanchez (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnaSofiaSanchez),30.8,1316.1,,393,1304.5,451,1248.4,397,1333,,1433.6,2016-02,,401,0.04
419,Jiaqi Wang (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JiaqiWang),22.5,1314.4,,410,1291.5,394,1304.1,399,1332.2,,1383,2024-09,,538,-0.25
420,Malene Helgo (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MaleneHelgo),25.4,1314.3,,375,1322.9,432,1263.4,259,1407.2,,1537.5,2017-04,,355,0.17
421,Alice Tubello (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AliceTubello),23.9,1314.3,,412,1289.8,393,1304.3,400,1332.1,,1416.9,2022-10,,237,0.57
422,Elena Micic (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElenaMicic),20.5,1313.8,,401,1298,460,1240.4,401,1331.9,,1355.2,2024-09,,366,0.14
423,Valeriya Strakhova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ValeriyaStrakhova),29.7,1307.5,,467,1224.6,366,1324,402,1328.7,,1360.4,2024-12,,304,0.33
424,Iva Primorac (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IvaPrimorac),28.8,1306.3,,475,1218.8,354,1334,403,1328.1,,1428.5,2024-09,,404,0.05
425,Alicia Herrero Linana (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AliciaHerreroLinana),25.9,1303.8,,459,1233.5,402,1297.8,404,1326.9,,1371.8,2024-11,,588,-0.32
426,Georgia Andreea Craciun (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GeorgiaAndreeaCraciun),25.5,1303.8,,491,1197.6,356,1333,405,1326.9,,1407.3,2024-11,,367,0.15
427,Mia Ristic (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MiaRistic),18.6,1303.2,,461,1232.1,401,1300.6,406,1326.6,,1645.9,2023-11,,402,0.06
428,Olga Helmi (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=OlgaHelmi),24.6,1302.8,,421,1282.6,429,1266.4,408,1326.4,,1407.4,2022-09,,586,-0.31
429,Sarah Beth Grey (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SarahBethGrey),29.2,1302,,392,1304.5,423,1273.9,514,1208.4,,1384.8,2022-10,,478,-0.11
430,Lia Karatancheva (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LiaKaratancheva),21.4,1301.7,,479,1209.6,391,1306.7,409,1325.8,,1419,2024-09,,343,0.23
431,Sofia Rocchetti (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SofiaRocchetti),22.2,1300.1,,439,1250.9,398,1302,410,1325,,1323.4,2024-09,,438,-0.02
432,Ayano Shimizu (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AyanoShimizu),26.7,1297.9,,450,1242.1,450,1248.5,394,1334.7,,1510.2,2018-07,,319,0.3
433,Julia Middendorf (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JuliaMiddendorf),21.5,1295.1,,403,1295.2,399,1301.9,372,1346.8,,1602.5,2021-04,,612,-0.35
434,Ayumi Koshiishi (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AyumiKoshiishi),24.4,1294.3,,423,1274.4,433,1262.2,412,1322.2,,1366.5,2024-10,,431,0.01
435,Mara Guth (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MaraGuth),21.3,1292.7,,402,1296.5,396,1303.5,441,1310.9,,1478.3,2021-06,,548,-0.23
436,Cristina Dinu (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CristinaDinu),31.9,1291.8,,442,1248.4,427,1267.8,490,1272.4,,1482.7,2016-09,,387,0.12
437,Astrid Lew Yan Foon (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AstridLewYanFoon),19.5,1290.4,,452,1240.8,420,1279.1,415,1320.2,,1428.7,2024-04,,576,-0.28
438,Amelia Rajecki (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AmeliaRajecki),22.6,1288.7,,458,1234.5,437,1259.4,465,1294,,1463.6,2024-06,,467,-0.06
439,Melisa Ercan (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MelisaErcan),19.3,1287.4,,424,1270.3,462,1237.2,417,1318.7,,1450.8,2024-07,,395,0.11
440,Madison Sieg (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MadisonSieg),21.6,1286.7,,418,1285.9,483,1194.9,418,1318.3,,1320.3,2024-06,,352,0.22
441,Jessica Failla (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JessicaFailla),27.5,1284.4,,430,1258.1,441,1257.2,420,1317.2,,1407.1,2024-06,,436,0.01
442,Victoria Rodriguez (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VictoriaRodriguez),29.8,1283.8,,427,1262,430,1266,421,1316.9,,1464.7,2015-10,,358,0.21
443,Amina Anshba (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AminaAnshba),25.1,1283,,472,1221,454,1245.4,422,1316.5,,1380,2024-09,,565,-0.24
444,Sofya Lansere (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SofyaLansere),23.8,1282.4,,398,1302.6,476,1210.4,423,1316.2,,1488.7,2024-01,,701,-0.46
445,Maria Sara Popa (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaSaraPopa),19.5,1282.1,,480,1208.4,421,1278.6,424,1316,,1448.6,2023-09,,559,-0.23
446,Oleksandra Oliynykova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=OleksandraOliynykova),24,1281.2,,478,1210.2,403,1297.5,426,1315.6,,1355.6,2024-12,,295,0.41
447,Noelia Zeballos Melgar (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NoeliaZeballosMelgar),30.4,1280.7,,476,1216.8,415,1280.9,428,1315.4,,1347.4,2024-09,,,
448,Julie Belgraver (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JulieBelgraver),22.6,1280.3,,419,1284.6,496,1172.6,429,1315.2,,1348.2,2024-10,,340,0.28
449,Carlota Martinez Cirez (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CarlotaMartinezCirez),24,1277.9,,486,1202.6,424,1273.7,432,1313.9,,1413.7,2024-04,,229,0.67
450,Alice Robbe (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AliceRobbe),24.7,1276.6,,474,1219.2,330,1354.4,453,1300.9,,1488.7,2023-10,,518,-0.14
451,Eudice Wong Chong (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EudiceWongChong),28.8,1275.8,,432,1256.2,409,1291.7,289,1387.9,,1640.1,2014-02,,354,0.24
452,Dalila Spiteri (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DalilaSpiteri),27.2,1274.2,,437,1251.1,452,1248.3,435,1312.1,,1501.5,2023-07,,543,-0.18
453,Kira Pavlova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KiraPavlova),20.8,1274.1,,431,1256.4,445,1252,436,1312,,1390.7,2024-04,,461,-0.02
454,Sakura Hosogi (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SakuraHosogi),24.8,1273.9,,433,1255.3,469,1231.8,437,1312,,1359.2,2022-12,,405,0.11
455,Anastasia Zolotareva (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaZolotareva),22.9,1273.2,,391,1305.4,498,1171.9,440,1311.6,,1403.9,2024-06,,435,0.04
456,Dalayna Hewitt (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DalaynaHewitt),24.1,1273.2,,443,1247.6,477,1205.8,439,1311.6,,1474.7,2022-03,,618,-0.3
457,Naiktha Bains (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NaikthaBains),26.9,1271.8,,473,1220.5,426,1268.1,477,1286.2,,1416.3,2019-05,,454,0.01
458,Tatiana Pieri (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TatianaPieri),25.8,1270,,465,1227.6,444,1252.5,443,1310,,1376.7,2024-06,,365,0.23
459,Sapfo Sakellaridi (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SapfoSakellaridi),21.7,1269.6,,507,1143.1,418,1280.5,444,1309.8,,1377.7,2023-08,,348,0.28
460,Radka Zelnickova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RadkaZelnickova),21.7,1269.2,,466,1225.8,470,1228.2,445,1309.6,,1382,2023-03,,409,0.12
461,Alexandra Bozovic (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlexandraBozovic),25.8,1268.7,,444,1246.3,481,1197.5,446,1309.4,,1318.1,2024-11,,462,0
462,Eri Shimizu (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EriShimizu),26.6,1268,,455,1238,449,1249,430,1314.9,,1456.9,2024-09,,359,0.25
463,Jana Kolodynska (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JanaKolodynska),21.4,1267.3,,416,1287.2,499,1170.4,493,1269.6,,1473.9,2023-10,,624,-0.3
464,Martha Matoula (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MarthaMatoula),27.5,1266.2,,406,1293.7,447,1250.2,305,1383.1,,1571.4,2022-08,,486,-0.05
465,Andreea Prisacariu (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AndreeaPrisacariu),24.6,1266,,456,1235.5,453,1247.7,448,1308,,1374.4,2022-05,,476,-0.02
466,Anna Siskova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnaSiskova),23,1263.1,,463,1230.9,443,1254.8,511,1233.6,,1415.7,2023-08,,542,-0.15
467,Mina Hodzic (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MinaHodzic),22.3,1258.8,,464,1228,466,1234.8,450,1304.4,,1526.3,2024-04,,412,0.13
468,Hikaru Sato (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HikaruSato),25.8,1255.8,,448,1243.4,457,1242.9,452,1302.9,,1369.7,2023-10,,351,0.29
469,Miho Kuramochi (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MihoKuramochi),26.6,1253.1,,462,1231.2,459,1241.5,456,1299.5,,1429.5,2024-01,,403,0.15
470,Nahia Berecoechea (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NahiaBerecoechea),20.8,1250.8,,454,1238.4,502,1162.8,454,1300.4,,1336.2,2024-06,,446,0.05
471,Peangtarn Plipuech (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PeangtarnPlipuech),32.1,1249.9,,460,1232.9,479,1203.1,487,1275.1,,1431.4,2019-05,,639,-0.31
472,Jenny Lim (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JennyLim),20.1,1249.6,,493,1194.5,440,1257.3,455,1299.8,,1442.6,2024-05,,514,-0.09
473,Jamie Loeb (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JamieLoeb),29.6,1248.2,,453,1240.6,471,1226.1,497,1259.7,,1645.1,2017-03,,561,-0.17
474,Saki Imamura (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SakiImamura),22.7,1247.4,,435,1254.2,461,1238.7,470,1290.4,,1292.8,2024-01,,440,0.07
475,Rinon Okuwaki (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RinonOkuwaki),20.1,1246.6,,457,1234.9,493,1180.7,457,1298.3,,1356.8,2024-09,,532,-0.11
476,Jacqueline Cabaj Awad (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JacquelineCabajAwad),28.7,1244.7,,438,1251,507,1151,458,1297.3,,1306.2,2024-07,,456,0.04
477,Alana Smith (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlanaSmith),25.2,1243.3,,445,1246.1,505,1152.1,476,1286.8,,1463.7,2024-11,,413,0.14
478,Thasaporn Naklo (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ThasapornNaklo),23.5,1242.3,,468,1223.6,464,1236.1,459,1296.1,,1317.1,2024-12,,423,0.12
479,Kaylah Mcphee (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KaylahMcphee),26.9,1241.6,,477,1216.5,438,1258.6,505,1248.8,,1529.8,2019-08,,465,0.03
480,Ekaterina Ovcharenko (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EkaterinaOvcharenko),24,1240.1,,488,1201.6,446,1252,462,1295,,1306.1,2024-10,,512,-0.06
481,Naho Sato (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NahoSato),24,1240,,471,1221.1,465,1235,463,1295,,1422.5,2024-05,,420,0.14
482,Fernanda Labrana (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FernandaLabrana),25.6,1239.2,,426,1264.9,474,1217.7,464,1294.6,,1336.2,2022-04,,517,-0.07
483,Yasmine Mansouri (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YasmineMansouri),23.6,1237.1,,470,1222.5,503,1162.1,467,1293.5,,1356.3,2024-11,,317,0.42
484,Yufei Ren (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YufeiRen),18.5,1235.3,,436,1252.5,478,1203.7,469,1292.6,,1408.9,2024-05,,492,-0.02
485,Ella Mcdonald (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EllaMcdonald),19.5,1235.3,,497,1182.4,468,1232.7,433,1313.1,,1356.7,2024-10,,390,0.22
486,Anastasia Abbagnato (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaAbbagnato),20.7,1228.7,,420,1284,484,1193.4,471,1289.4,,1409.3,2024-06,,450,0.08
487,Victoria Hu (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VictoriaHu),22.8,1228.3,,487,1201.7,486,1190.1,473,1289.1,,1473.9,2024-02,,353,0.32
488,Weronika Falkowska (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=WeronikaFalkowska),24.6,1227.3,,449,1243.3,494,1175.1,474,1288.7,,1404.3,2022-11,,422,0.15
489,Maria Jose Portillo Ramirez (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaJosePortilloRamirez),25.6,1227.2,,484,1205.8,487,1190,475,1288.6,,1277.2,2018-06,,383,0.24
490,Martina Capurro Taborda (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MartinaCapurroTaborda),26.9,1222.1,,482,1208,475,1212,419,1318.1,,1516.8,2023-11,,571,-0.15
491,Nina Vargova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NinaVargova),19.4,1219.4,,489,1200.4,488,1189.3,479,1284.7,,1249.6,2025-01,,312,0.45
492,Julieta Lara Estable (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JulietaLaraEstable),27.3,1216.9,,469,1223.5,485,1192.5,480,1283.5,,1419.2,2024-08,,400,0.21
493,Gabriella Da Silva Fick (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GabriellaDaSilvaFick),24.4,1214.9,,494,1194.5,472,1222.4,481,1282.4,,1276.2,2024-10,,375,0.27
494,Viktoria Morvayova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ViktoriaMorvayova),23.7,1213.3,,500,1176.5,463,1237,482,1281.6,,1314.2,2024-05,,530,-0.07
495,Ariana Geerlings (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ArianaGeerlings),19.4,1213.2,,481,1208.4,495,1173,483,1281.6,,1281,2023-11,,418,0.17
496,Shuo Feng (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ShuoFeng),27,1208,,501,1176.5,473,1220.5,484,1279,,1279.3,2018-04,,606,-0.2
497,Yidi Yang (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YidiYang),24.7,1205,,499,1179.3,455,1245.1,485,1277.5,,1287.5,2019-09,,501,-0.01
498,Rasheeda Mcadoo (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RasheedaMcadoo),29.6,1203.3,,502,1173.9,501,1167.2,486,1276.6,,1224.2,2025-01,,495,0.01
499,Ekaterina Yashina (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EkaterinaYashina),31.5,1203,,496,1184.3,500,1170.2,491,1271.7,,1263.3,2011-07,,439,0.13
500,Gabriela Ce (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GabrielaCe),31.7,1202.8,,490,1198.1,491,1181.8,504,1249.6,,1493.6,2022-05,,481,0.04
501,Ekaterina Kazionova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EkaterinaKazionova),25.9,1199.5,,495,1192.2,504,1161.6,500,1255.6,,1392.8,2022-02,,547,-0.09
502,Miriana Tona (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MirianaTona),29.6,1198.2,,492,1197.2,490,1183.8,489,1274.1,,1411.1,2024-04,,426,0.16
503,Alice Rame (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AliceRame),27.2,1193.2,,505,1151.6,492,1180.8,492,1271.6,,1390.2,2019-09,,397,0.24
504,Erika Sema (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ErikaSema),35.9,1190.5,,498,1180.4,512,1132.2,502,1254,,1563.1,2011-10,,505,0
505,Zongyu Li (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ZongyuLi),21.4,1188.1,,510,1132.6,411,1288.6,494,1269,,1407,2024-05,,347,0.38
506,Yuki Naito (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YukiNaito),23.7,1180.3,,504,1160.7,480,1200.3,510,1234.7,,1533.1,2022-06,,497,0.02
507,Aneta Laboutkova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnetaLaboutkova),24.7,1163.1,,509,1134.7,509,1143.1,498,1256.6,,1324.7,2022-08,,645,-0.24
508,Haley Giavara (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HaleyGiavara),24.1,1162.3,,503,1163.9,511,1135.7,499,1256.1,,1394.5,2023-07,,485,0.05
509,Haruna Arakawa (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HarunaArakawa),25,1157,,512,1114.3,497,1172.6,503,1253.5,,1206.7,2017-05,,493,0.03
510,Ya Yi Yang (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YaYiYang),20.4,1140.1,,508,1136.5,506,1152.1,512,1218.5,,1331.5,2024-01,,735,-0.37
511,Michaela Bayerlova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MichaelaBayerlova),26.1,1136,,514,1091.4,508,1145.1,507,1243,,1407.8,2022-08,,566,-0.1
512,Ana Candiotto (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnaCandiotto),20.6,1135.9,,506,1148.4,513,1120.2,508,1242.9,,1194.7,2021-11,,590,-0.14
513,Meiqi Guo (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MeiqiGuo),24.8,1135.4,,511,1130.5,510,1142.7,509,1242.7,,1251.9,2018-05,,577,-0.12
514,Hiroko Kuwata (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HirokoKuwata),34,1122.5,,513,1104.4,516,1095.2,516,1121.6,,1547.7,2015-03,,507,0.01
515,Diana Marcinkevica (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DianaMarcinkevica),32.5,1096,,516,1057.7,515,1117.9,501,1255.1,,1472.5,2019-06,,569,-0.1
516,Chengyiyi Yuan (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ChengyiyiYuan),24.2,1056.8,,515,1058,514,1119.5,515,1203.4,,1321,2016-10,,564,-0.09
